Accession,Title,Collection,Organism,Imaging Method,Keywords,Files,License,Publication Title,Publication DOI,Authors,Release Date,BIA Link
S-BIAD1233,VEL chromatin regulation proteins in Arabidopsis: SlimVar imaging and single molecule tracking analysis,BioImage Archive,Arabidopsis thaliana (thale cress),SlimVar,"single molecule tracking, nuclear speckles, epigenetics, flowering, vernalization",49312,CC BY 4.0,Functional specialization of Arabidopsis VEL polymerization domains in the switch to Polycomb silencing,https://doi.org/10.1101/2024.02.15.580496,"Anna Schulten, Geng-Jen Jang, Alex Payne-Dwyer, Mathias L. Nielsen, Mariann Bienz, Mark C. Leake, Caroline Dean",2025-08-05,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BIAD1233
S-BIAD2208,Single-cell integration and multi-modal profiling reveals phenotypes and spatial organization of neutrophils in colorectal cancer,BioImage Archive,Homo sapiens (human),imaging mass spectrometry,"Xenium, spatial transcriptomics, imaging mass cytometry, colorectal cancer, neutrophil",2251,CC BY 4.0,Single-cell integration and multi-modal profiling reveals phenotypes and spatial organization of neutrophils in colorectal cancer,https://doi.org/10.1101/2024.08.26.609563,"Valentin Marteau, Niloofar Nemati, Kristina Handler",2025-08-04,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BIAD2208
EMPIAR-12890,Structure of in-vivo formed alpha-synuclein fibrils purified from a M83+/- mouse brain injected with recombinant 1B fibrils,EMPIAR,,,,0,,1.94 Å structure of synthetic α-synuclein fibrils seeding MSA neuropathology,,"Burger D, Kashyrina M, Lewis AJ, De Nuccio F, Mohammed I, de La Seiglière H, van den Heuvel L, Verchère J, Feuillie C, Berbon M, Arotçarena M, Retailleau A, Bezard E, Laferrière F, Loquet A, Bousset L, Baron T, Lofrumento DD, De Giorgi F, Stahlberg H, Ichas F",2025-08-04,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-12890
S-BIAD2200,Scalable automated segmentation of pan-Expansion Microscopy data quantifies mitochondrial proteins and morphology at the nanoscale,BioImage Archive,Homo sapiens (human),spinning disk confocal microscopy,"Expansion Microscopy, Deep Learning, Mitochondria, Kidney, AKI",561,CC BY 4.0,Scalable automated segmentation quantifies mitochondrial proteins and morphology at the nanoscale,https://doi.org/10.1101/2025.07.28.667278,"Yuan Tian*, Alexander Sauer*, Mariia Dmitrieva, Hongqing Han, Hannahmariam T. Mekbib, Yujin Bao, Xiaojia Guo, Tian-min Chen, Robert Safirstein, Gary Desir, Jens Rittscher†, Joerg Bewersdorf†",2025-08-02,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BIAD2200
S-BIAD2198,CLDN10-driven lineage decision in an amnion and primordial germ cell progenitor at the amnion-epiblast boundary in primates,BioImage Archive,Homo sapiens (human),confocal microscopy,"CLDN10, amnion, primordial germ cell, primate embryo, post-implantation",186,CC0,,,"Nikola Sekulovski, Amber E Carleton, Anusha Rengarajan, Kenichiro Taniguchi",2025-08-02,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BIAD2198
S-BIAD2215,3D collagen high-throughput screen identifies drugs that induce epithelial polarity and enhance chemotherapy response in colorectal cancer,BioImage Archive,Homo sapiens (human),fluorescence microscopy,"Colorectal Cancer, 3D Collagen Cultures, High-Throughput Screen, High-Content Imaging, Epithelial-to-Mesenchymal Transition",7392,CC BY 4.0,,,"Sarah J. Harmych, Thomas P. Hasaka, Vivian Truong Jones, Claudia C. Wahoski, Joshua A. Bauer, Bhuminder Singh",2025-08-01,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BIAD2215
EMPIAR-12776,CRISPR-associated transposon post-transposition complex micrographs,EMPIAR,,,,0,,Conformational landscape of the type V-K CRISPR-associated transposon integration assembly,,"Tenjo-Castaño F, Sofos N, Stutzke LS, Temperini P, Fuglsang A, Pape T, Mesa P, Montoya G",2025-08-01,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-12776
EMPIAR-12517,"Dataset 1: Complex 1 - 30S ribosome with IF1/2/3, tRNA, and GE81112",EMPIAR,,,,0,,A binding site for the antibiotic GE81112 in the ribosomal mRNA channel,,"Schedlbauer A, Han X, van Bakel W, Kaminishi T, Ochoa-Lizarralde B, Iturrioz I, Çapuni R, Parry R, Zegarra R, Gil-Carton D, López-Alonso JP, Sanz KB, Brandi L, Gualerzi CO, Fucini P, Connell SR",2025-08-01,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-12517
EMPIAR-12456,Dataset 3: 70S ribosome with 3 GE81112 bound (Complex 5),EMPIAR,,,,0,,A binding site for the antibiotic GE81112 in the ribosomal mRNA channel,,"Schedlbauer A, Han X, van Bakel W, Kaminishi T, Ochoa-Lizarralde B, Iturrioz I, Çapuni R, Parry R, Zegarra R, Gil-Carton D, López-Alonso JP, Sanz KB, Brandi L, Gualerzi CO, Fucini P, Connell SR",2025-08-01,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-12456
EMPIAR-12458,"Dataset 2: Complex 2,3 and 4:  30S ribosome with IF1/2/3, tRNA, and GE81112 in complex preparation reaction",EMPIAR,,,,0,,A binding site for the antibiotic GE81112 in the ribosomal mRNA channel,,"Schedlbauer A, Han X, van Bakel W, Kaminishi T, Ochoa-Lizarralde B, Iturrioz I, Çapuni R, Parry R, Zegarra R, Gil-Carton D, López-Alonso JP, Sanz KB, Brandi L, Gualerzi CO, Fucini P, Connell SR",2025-08-01,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-12458
S-BIAD2124,PARP7 is a proteotoxic stress sensor which labels proteins for autophagic degradation,BioImage Archive,Homo sapiens (human),confocal microscopy,"PARP7, autophagy, HeLa cells, protein degradation",249,CC BY 4.0,,,Roko Zaja,2025-08-01,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BIAD2124
S-BIAD2217,Plasmodium falciparum impairs Ang-1 secretion by pericytes in a 3D brain microvessel model,BioImage Archive,Homo sapiens (human),serial block face SEM (SBFSEM),"Bioengineering, Cerebral Malaria, Pericytes, In vitro vascular models",80,CC0,,,Rory ,2025-07-31,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BIAD2217
S-BIAD2145,LeGO-3D: 3D imaging of lung metastases and vascularisation using light sheet fluorescence microscopy,BioImage Archive,Mus musculus (mouse),SPIM,"LeGO, Lightsheet, Cancer, metastasis",3,CC BY 4.0,,,"Kelly L. Rogers, Verena C. Wimmer, Delphine Merino, Sabrina M. Lewis, Lachlan W. Whitehead, Jean Berthelet, Pradeep Rajasekhar, Farrah El-Saafin, Caroline Bell, Shalin Naik",2025-07-31,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BIAD2145
S-BIAD2214,Spatial localisation of human skin fibroblasts,BioImage Archive,Homo sapiens (human),Xenium,"human,  skin, fibroblasts",51,CC0,,,"Lloyd Steele, Muzlifah Haniffa",2025-07-31,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BIAD2214
EMPIAR-12300,Iota toxin Ib pore serine-clamp mutant,EMPIAR,,,,0,,Serine clamp of Clostridium perfringens binary toxin BECb (CPILEb)-pore confers cytotoxicity and enterotoxicity,,"Yoshida T, Monma C, Ninomiya Y, Takiguchi S, Fujita S, Uchida Y, Sakoda N, Karginov VA, Kishikawa J, Yamada T, Tsuge H",2025-07-31,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-12300
EMPIAR-12857,Cryoelectron microscopy image of wild-type Escherichia coli cell,EMPIAR,,,,0,,Bacterial cell widening alters periplasmic size and activates envelope stress responses,,"Zietek M, Miguel A, Shi H, Khusainov I, Asmar A, Ram S, Wartel M, Sueki A, Schorb M, Goulian M, Collet J-F, Beck M, Huang KC, Typas A",2025-07-31,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-12857
S-BIAD2209,Wheat Fusarium head blight(FHB) series image acquired by drone,BioImage Archive,Spike,Drone,"Fusarium head blight (FHB), ultralow-altitude drone phenotyping, wheat",742,CC0,,,"Shuchen Liu, Ji Zhou",2025-07-31,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BIAD2209
S-BIAD2189,Strongyloides species exhibit distinct behaviors on the skin of different mammals,BioImage Archive,Strongyloides stercoralis,fluorescence microscopy,"skin-penetrating parasitic nematode, strongyloides stercoralis, strongyloides ratti, skin penetration, parasitic nematode behavior",4,CC0,,,"Courtney R. Abell, Ruhi Patel, Elissa A. Hallem",2025-07-31,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BIAD2189
S-BIAD2027,Imaging Mass Cytometry (IMC) of human triple negative breast cancer tissue samples,BioImage Archive,Homo sapiens (human),Imaging Mass Cytometry,"IMC, cancer, TNBC, human",144,CC BY 4.0,,,,2025-07-30,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BIAD2027
EMPIAR-12752,CI ring of dusk state KaiC,EMPIAR,,,,0,,CI ring of dusk state KaiC,,"Dzimianski JV, Crosby P, Balasco Serrao VH, Partch CL",2025-07-30,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-12752
EMPIAR-12735,Cryo-EM micrographs of Cupriavidus gilardii flagella,EMPIAR,,,,0,,Structural diversity and clustering of bacterial flagellar outer domains,,"Fields JL, Zhang H, Bellis NF, Petersen HA, Halder SK, Rich-New ST, Krupovic M, Wu H, Wang F",2025-07-30,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-12735
EMPIAR-12729,Cryo-EM micrographs of Geovibrio thiophilus flagella,EMPIAR,,,,0,,Structural diversity and clustering of bacterial flagellar outer domains,,"Fields JL, Zhang H, Bellis NF, Petersen HA, Halder SK, Rich-New ST, Krupovic M, Wu H, Wang F",2025-07-30,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-12729
EMPIAR-12754,Cryo-EM of Azo-ffspy nanofiber (no ALP),EMPIAR,,,,0,,Cell-Free Nonequilibrium Assembly for Hierarchical Protein/Peptide Nanopillars,,"Guo J, Zia A, Qiu Q, Norton M, Qiu K, Usuba J, Liu Z, Yi M, Rich-New ST, Hagan M, Fraden S, Han GD, Diao J, Wang F, Xu B",2025-07-30,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-12754
EMPIAR-12809,70S initiation complex (tRNA-fMet M1 + AUG start codon),EMPIAR,,,,0,,Structural analysis of noncanonical translation initiation complexes,,"Mattingly JM, Nguyen HA, Roy B, Fredrick K, Dunham CM",2025-07-30,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-12809
EMPIAR-12774,"CryoEM structure of a synthetic antibody, COP-2, in complex with the C-terminal domain of Clostridium perfringens Enterotoxin",EMPIAR,,,,0,,Structures of a synthetic antibody selected against and bound to the C-terminal domain of Clostridium perfringens enterotoxin,,"Ogbu CP, Goldbach NM, Pacesa M, Kapoor S, Correia BE, Vecchio AJ",2025-07-30,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-12774
EMPIAR-12787,SpCas9 with computationally designed SpCas9_b10 binder,EMPIAR,,,,0,,BindCraft: one-shot design of functional protein binders,,"Pacesa M, Nickel L, Schellhaas C, Schmidt J, Pyatova E, Kissling L, Barendse P, Choudhury J, Kapoor S, Alcaraz-Serna A, Cho Y, Ghamary KH, Vinué L, Yachnin BJ, Wollacott AM, Buckley S, Westphal AH, Lindhoud S, Georgeon S, Goverde CA, Hatzopoulos GN, Gönczy P, Muller YD, Schwank G, Swarts DC, Vecchio AJ, Schneider BL, Ovchinnikov S, Correia BE",2025-07-30,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-12787
EMPIAR-12872,Turnip Crinkle Virus: virus-like particles (TCV-P38),EMPIAR,,,,0,,The specificity of RNA packaging in isometric RNA plant viruses is principally determined by replication,,"Saunders K, Shah S, Peyret H, Meshcheriakova Y, Richardson J, Eltschkner S, Lawson DM, Lomonossoff G",2025-07-30,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-12872
EMPIAR-12852,Vibrio cholerae toxin-coregulated pilus machine,EMPIAR,,,,0,,Architecture of the Vibrio cholerae toxin-coregulated pilus machine revealed by electron cryotomography,,"Smith JW, Test T",2025-07-30,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-12852
EMPIAR-12810,70S initiation complex (tRNA-fMet M1 + GUG start codon),EMPIAR,,,,0,,Structural analysis of noncanonical translation initiation complexes,,"Mattingly JM, Nguyen HA, Roy B, Fredrick K, Dunham CM",2025-07-30,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-12810
EMPIAR-12811,70S initiation complex (tRNA-fMet M1 + UUG start codon),EMPIAR,,,,0,,Structural analysis of noncanonical translation initiation complexes,,"Mattingly JM, Nguyen HA, Roy B, Fredrick K, Dunham CM",2025-07-30,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-12811
EMPIAR-12869,Turnip Crinkle Virus: virions (TCV-M),EMPIAR,,,,0,,The specificity of RNA packaging in isometric RNA plant viruses is principally determined by replication,,"Saunders K, Shah S, Peyret H, Meshcheriakova Y, Richardson J, Eltschkner S, Lawson DM, Lomonossoff G",2025-07-30,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-12869
EMPIAR-12812,70S initiation complex (tRNA-fMet M1 + CUG start codon),EMPIAR,,,,0,,Structural analysis of noncanonical translation initiation complexes,,"Mattingly JM, Nguyen HA, Roy B, Fredrick K, Dunham CM",2025-07-30,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-12812
EMPIAR-12873,Satellite Tobacco Necrosis Virus-1,EMPIAR,,,,0,,The specificity of RNA packaging in isometric RNA plant viruses is principally determined by replication,,"Saunders K, Shah S, Peyret H, Meshcheriakova Y, Richardson J, Eltschkner S, Lawson DM, Lomonossoff G",2025-07-30,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-12873
EMPIAR-12816,"70S initiation complex (tRNA-fMet M1, initiation factor 2 + CUG start codon)",EMPIAR,,,,0,,Structural analysis of noncanonical translation initiation complexes,,"Mattingly JM, Nguyen HA, Roy B, Fredrick K, Dunham CM",2025-07-30,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-12816
S-BIAD2201,"Modeling late gastrulation in stem-cell derived monkey embryo models
",BioImage Archive,cynomolgus macaques,LSFM,Primate; Stem cell; Embryo model; Gastrulation,18,CC0,,,Jie Li,2025-07-30,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BIAD2201
S-BIAD2062,Effect of Maternal Hyperglycemia on Fetal Pancreatic Islet Development,BioImage Archive,Swiss mice ,bright-field microscopy,diabetes mellitus; extracellular matrix; fetal reprogramming,59,CC0,Effect of Maternal Hyperglycemia on Fetal Pancreatic Islet Development,,"Dias, C.P.; Teixeira Paiva de Moraes, M.R.; Correia Barrence, F.A.; Balbino da Silva, C.S.; Smuckzec, B.; Ortis, F.; Zorn, T.M.T. ",2025-07-30,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BIAD2062
S-BIAD2203,"Predation, evo-devo, and historical contingency: A nematode predator drives evolution of aggregative multicellularity",BioImage Archive,Myxococcus xanthus,bright-field microscopy,"evolution of multicellularity, food web, mesopredator, Myxococcus, fruiting body",1340,CC BY 4.0,,,"Kaitlin A. Schaal, Marco La Fortezza, Gregory J. Velicer",2025-07-29,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BIAD2203
EMPIAR-12871,In situ cryo-ET visualization of mitochondrial depolarization and mitophagic engulfment,EMPIAR,,,,0,,<i>In situ</i>cryo-ET visualization of mitochondrial depolarization and mitophagic engulfment,,"Herrmann E, Kakudji E, Lizarrondo J, Celebi AY, Wilfling F, Lewis SC, Hurley JH",2025-07-26,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-12871
EMPIAR-12633,Raw .tiff images of Panx1 lacking c-terminal activating domain stack 1,EMPIAR,,,,0,,The C-terminal activating domain promotes pannexin 1 channel opening,,"Ehrlich JJ, Kawate T",2025-07-26,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-12633
S-BIAD2192,Fluorescent protein and peptide tags alter condensate formation and dynamics in vivo and in vitro,BioImage Archive,Homo sapiens (human),fluorescence microscopy,"biomolecular condensates, phase separation, tags",8165,CC BY 4.0,,,Maria Hondele,2025-07-25,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BIAD2192
EMPIAR-12390,Single Particle cryo-EM dataset of the deposited and revitrified T20S proteasome,EMPIAR,,,,0,,Laser flash melting cryo-EM samples to overcome preferred orientation,,"Straub MS, Harder OF, Mowry NJ, Barrass SV, Hruby J, Drabbels M, Lorenz UJ",2025-07-25,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-12390
EMPIAR-12388,Single Particle cryo-EM dataset of the revitrified T20S proteasome,EMPIAR,,,,0,,Laser flash melting cryo-EM samples to overcome preferred orientation,,"Straub MS, Harder OF, Mowry NJ, Barrass SV, Hruby J, Drabbels M, Lorenz UJ",2025-07-25,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-12388
EMPIAR-12397,Single Particle cryo-EM dataset of the conventional 50S ribosomal subunit,EMPIAR,,,,0,,Laser flash melting cryo-EM samples to overcome preferred orientation,,"Straub MS, Harder OF, Mowry NJ, Barrass SV, Hruby J, Drabbels M, Lorenz UJ",2025-07-25,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-12397
EMPIAR-12398,Single Particle cryo-EM dataset of the revitrified 50S ribosomal subunit,EMPIAR,,,,0,,Laser flash melting cryo-EM samples to overcome preferred orientation,,"Straub MS, Harder OF, Mowry NJ, Barrass SV, Hruby J, Drabbels M, Lorenz UJ",2025-07-25,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-12398
EMPIAR-12436,Single Particle cryo-EM dataset of the shaped pulse revitrified 50S ribosomal subunit,EMPIAR,,,,0,,Laser flash melting cryo-EM samples to overcome preferred orientation,,"Straub MS, Harder OF, Mowry NJ, Barrass SV, Hruby J, Drabbels M, Lorenz UJ",2025-07-25,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-12436
EMPIAR-12438,Single Particle cryo-EM dataset of the revitrified HIV-1 envelope protein,EMPIAR,,,,0,,Laser flash melting cryo-EM samples to overcome preferred orientation,,"Straub MS, Harder OF, Mowry NJ, Barrass SV, Hruby J, Drabbels M, Lorenz UJ",2025-07-25,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-12438
EMPIAR-12440,Single Particle cryo-EM dataset of revitrified Hemagglutinin,EMPIAR,,,,0,,Laser flash melting cryo-EM samples to overcome preferred orientation,,"Straub MS, Harder OF, Mowry NJ, Barrass SV, Hruby J, Drabbels M, Lorenz UJ",2025-07-25,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-12440
EMPIAR-12441,Single Particle cryo-EM dataset of deposited and revitrified Hemagglutinin,EMPIAR,,,,0,,Laser flash melting cryo-EM samples to overcome preferred orientation,,"Straub MS, Harder OF, Mowry NJ, Barrass SV, Hruby J, Drabbels M, Lorenz UJ",2025-07-25,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-12441
EMPIAR-12439,Single Particle cryo-EM dataset of conventional Hemagglutinin,EMPIAR,,,,0,,Laser flash melting cryo-EM samples to overcome preferred orientation,,"Straub MS, Harder OF, Mowry NJ, Barrass SV, Hruby J, Drabbels M, Lorenz UJ",2025-07-25,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-12439
